District in Greater Cairo where you live,Which day of the week (Step III) are you filling the information for?,"How many HOURS did you spend at HOME/DORM today? 
Please answer in real numbers","Water consumption during Showering during the time you spent at HOME/DORM (9.46 liters per min. Taking a bath is 189.2 liters per tub). 
Please insert your answer in real numbers","Water consumption for Washing Hands during the time you spent at HOME/DORM (3.78 liters per min). 
Please insert your answer in real numbers","Water consumption for Toilet Flushing during the time you spent at HOME/DORM (11.35 liters per flush). 
Please insert your answer in real numbers","Water consumption for Washing Dishes by hand during the time you spent at HOME/DORM (7.57 liters per min). 
Please insert your answer in real numbers","Water consumption for Washing dishes in a Dish Washing Machine during the time you spent at HOME/DORM (15 liters per load/cycle). 
Please insert your answer in real numbers","Water consumption during Watering Plants during the time you spent at HOME/DORM (can vary widely but try to estimate the average amount of time water is poured).
Please insert your answer in real numbers","Water consumption while Drinking during the time you spent at HOME/DORM (Try to estimate the average amount of water used: 0.23 liters per glass of water, or 0.6 liters per small water bottle)
Please insert your answer in real numbers","How many HOURS did you spend at UNIVERSITY today? 
Please answer in real numbers","Water consumption during Showering during the time you spent at THE UNIVERSITY (9.46 liters per min. Taking a bath is 189.2 liters per tub). 
Please insert your answer in real numbers","Water consumption for Toilet Flushing during the time you spent at the UNIVERSITY (11.35 liters per flush). 
Please insert your answer in real numbers","Water consumption for Washing Hands during the time you spent at the UNIVERSITY (3.78 liters per min). 
Please insert your answer in real numbers","Water consumption while Drinking during the time you spent at the UNIVERSITY (Try to estimate the average amount of water used: 0.23 liters per glass of water, or 0.6 liters per small water bottle)
Please insert your answer in real numbers","Can you tell us about the type of OTHER PLACES you are filling the information for (restaurent? club? hanging around?, etc.)","How many HOURS did you spend at OTHER PLACES today? 
Please answer in real numbers","Water consumption during Showering during the time you spent at OTHER PLACES (9.46 liters per min. Taking a bath is 189.2 liters per tub). 
Please insert your answer in real numbers","Water consumption for Washing Hands during the time you spent at OTHER PLACES (3.78 liters per min). 
Please insert your answer in real numbers","Water consumption for Toilet Flushing during the time you spent at OTHER PLACES (11.35 liters per flush). 
Please insert your answer in real numbers","Water consumption while Drinking during the time you spent at OTHER PLACES (Try to estimate the average amount of water used: 0.23 liters per glass of water, or 0.6 liters per small water bottle)
Please insert your answer in real numbers","Water consumption for Washing Dishes in a Dish Washing Machine during the time you spent at OTHER PLACES (15 liters per load/cycle). 
Please insert your answer in real numbers","Water consumption for Washing Dishes by hand during the time you spent at OTHER PLACES (7.57 liters per min). 
Please insert your answer in real numbers",
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Wednesday, November 1st 2023",7,75.68,11.34,34.05,0,0,0,0.6,8,0,11.35,0,0.6,N/A,0,0,0,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Wednesday, November 1st 2023",10,189.2,11.34,11.35,0,0,0,1.2,8,0,0,0,0.6,N/A,0,0,0,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Monday, October 30th 2023",7,122.98,11.34,34.05,7.57,15,0,3,7,0,0,0,0.6,N/A,0,0,0,0,0,0,0,
"Al-Muqaṭṭam , المقطم","Tuesday, October 31st 2023",18,113.52,11.34,34.05,0,0,0,0.6,6,0,0,0,0.6,N/A,0,0,0,0,0,0,0,
"Al-Ma'ādī [Maadi] , المعادي","Wednesday, November 1st 2023",10,113.52,11.34,21.565,0,15,0,3.5,5,0,0,0,0.6,N/A,0,0,0,0,0,0,0,
"Ash-Shaykh Zāyid [Sheikh Zayed City] , الشيخ زايد","Wednesday, November 1st 2023",15,378.4,11.34,45.4,0,0,0,0,5,0,0,0,0.6,N/A,0,0,0,0,0,0,0,
"Miṣr al-Jādidah [Heliopolis] , مصر الجديدة","Sunday, October 29th 2023",12,0,11.34,22.7,0,0,0,0.6,4,0,0,0,0.6,N/A,0,0,0,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Thursday, November 2nd 2023",22,0,11.34,22.7,0,0,0,2,2,0,0,0,0.6,N/A,0,0,0,0,0,0,0,
"Ash-Shurūq , الشروق","Sunday, October 29th 2023",9,189.2,11.34,34.05,0,0,0,0.6,10,0,0,15.12,0.46,N/A,0,0,0,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Monday, October 30th 2023",20,9.46,11.34,68.1,0,0,0,3.6,4,0,0,0,0.4,N/A,0,0,0,0,0,0,0,
"Miṣr al-Jādidah [Heliopolis] , مصر الجديدة","Wednesday, November 1st 2023",12,85.14,11.34,22.7,0,0,0,1,10,0,11.35,7.56,0.3,N/A,0,0,0,0,0,0,0,
"Ash-Shurūq , الشروق","Wednesday, November 1st 2023",16,56.8,11.34,22.7,151.4,0,0,0.23,8,0,0,2.52,0.3,N/A,0,0,0,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Tuesday, October 31st 2023",7,0,11.34,34.05,15.14,0,0,0.3,6,0,11.35,0,0.3,N/A,0,0,0,0,0,0,0,
"Miṣr al-Jādidah [Heliopolis] , مصر الجديدة","Thursday, November 2nd 2023",8,0,11.34,34.05,7.57,0,0,1.2,4,0,0,0,0.23,N/A,0,0,0,0,0,0,0,
"Al-'Ubūr [El Ubour] , العبور","Sunday, October 29th 2023",6,709.5,11.34,22.7,37.85,0,0,0.5,7,0,11.35,11.34,0.2,N/A,0,0,0,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Thursday, November 2nd 2023",18,47.3,11.34,45.4,0,0,0,2,4,47.3,22.7,7.56,0,N/A,0,0,0,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Monday, October 30th 2023",16,170.28,11.34,34.05,0,0,0,3,2,0,0,3.78,0,N/A,0,0,0,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Monday, October 30th 2023",19,0,11.34,22.7,37.85,0,0,1.46,5,0,0,1.89,0,N/A,0,0,0,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Tuesday, October 31st 2023",14,0,11.34,34,0,0,0,2.2,3,0,0,1.52,0,N/A,0,0,0,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Wednesday, November 1st 2023",16,0,11.34,45.4,0,15,0,1.2,8,0,0,0,0,N/A,0,0,0,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Wednesday, November 1st 2023",7,56.76,11.34,22.7,15.14,15,4000,0.23,6,0,0,0,0,N/A,0,0,0,0,0,0,0,
"Ash-Shurūq , الشروق","Tuesday, October 31st 2023",20,47.3,11.34,34.05,0,0,0,3,4,0,0,0,0,N/A,0,0,0,0,0,0,0,
"Ash-Shurūq , الشروق","Wednesday, November 1st 2023",22,47.3,11.34,56.75,0,0,0,3,2,0,0,0,0,N/A,0,0,0,0,0,0,0,
"Ash-Shaykh Zāyid [Sheikh Zayed City] , الشيخ زايد","Wednesday, November 1st 2023",9,47.3,11.34,34.05,0,0,0,0.83,2,0,0,0,0,N/A,0,0,0,0,0,0,0,
"Al-'Ajūzah , العجوزة","Tuesday, October 31st 2023",24,85.14,11.34,45.4,0,0,0,4,0,0,0,0,0,N/A,0,0,0,0,0,0,0,
"Al-Ma'ādī [Maadi] , المعادي","Tuesday, October 31st 2023",24,0,11.34,51.075,60.56,0,0,3.023,0,0,0,0,0,N/A,0,0,0,0,0,0,0,
"Al-Ma'ādī [Maadi] , المعادي","Sunday, October 29th 2023",5,47.3,11.34,22.7,0,15,0,2.5,0,0,0,0,0,N/A,0,0,0,0,0,0,0,
"Al-Ma'ādī [Maadi] , المعادي","Tuesday, October 31st 2023",24,47.3,11.34,68.1,0,0,0,2.5,0,0,0,0,0,N/A,0,0,0,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Tuesday, October 31st 2023",24,0,11.34,34.05,0,0,0,2,0,0,0,0,0,N/A,0,0,0,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Tuesday, October 31st 2023",12,0,11.34,34.05,0,0,0,2,0,0,0,0,0,N/A,0,0,0,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Thursday, November 2nd 2023",14,66.22,11.34,22.7,0,0,0,1.84,0,0,0,0,0,N/A,0,0,0,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Tuesday, October 31st 2023",24,236.5,11.34,56.75,0,15,0,1.8,0,0,0,0,0,N/A,0,0,0,0,0,0,0,
"Ash-Shurūq , الشروق","Tuesday, October 31st 2023",24,94.6,11.34,34.05,0,0,0,1.8,0,0,0,0,0,N/A,0,0,0,0,0,0,0,
"Miṣr al-Jādidah [Heliopolis] , مصر الجديدة","Tuesday, October 31st 2023",15,94.6,11.34,11.35,0,15,0,0.6,0,0,0,0,0,N/A,0,0,0,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Sunday, October 29th 2023",14,73.788,11.34,22.7,26.495,0,0,0.575,0,0,0,0,0,N/A,0,0,0,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Wednesday, November 1st 2023",16,378.4,11.34,34.05,0,0,0,1.2,8,18.92,22.7,11.34,1.2,home,0,0,0,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Sunday, October 29th 2023",5,94.6,11.34,11.35,0,0,0,1.8,5,0,0,0,2.4,Club,0,0,0,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Tuesday, October 31st 2023",7,47.3,11.34,68.1,0,0,0,2.4,6,0,34.05,7.56,1.8,0,0,0,0,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Sunday, October 29th 2023",12,141.9,11.34,11.35,0,15,0,1.8,12,0,22.7,11.34,1.2,0,0,0,0,0,0,0,0,
"Ash-Shurūq , الشروق","Wednesday, November 1st 2023",7,37.84,11.34,11.35,0,0,0,0.46,5.5,0,0,1.26,0.6,0,0,0,0,0,0,0,0,
"Ash-Shaykh Zāyid [Sheikh Zayed City] , الشيخ زايد","Wednesday, November 1st 2023",14,56.76,11.34,45.4,0,0,0,1.8,7,0,11.35,0.945,0.6,0,0,0,0,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Tuesday, October 31st 2023",20,189.2,11.4,68.1,189.25,0,0,2,4,0,0,0,0.5,N/A,0,0,0,0,0,0,0,
"Madīnat an-Naṣr [Nasr City] , مدينة نصر","Tuesday, October 31st 2023",14,38.37,11.64,22.7,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Thursday, November 2nd 2023",15,28.5,11.7,45.4,0,0,0,0.6,3,0,11.35,1.7,0.3,Friends house,6,0,1.7,11.35,0.6,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Sunday, October 29th 2023",11,160.82,11.718,34.05,0,0,0,0.2,11.5,0,11.35,4.914,0.6,restaurant,5,0,0,0,0,0,0,
"Madīnat an-Naṣr [Nasr City] , مدينة نصر","Wednesday, November 1st 2023",16,66.2,11.9,22.7,0,0,0,0.3,8,0,11.35,0.378,0.6,N/A,0,0,0,0,0,0,0,
"Ash-Shaykh Zāyid [Sheikh Zayed City] , الشيخ زايد","Tuesday, October 31st 2023",16,0,12,35,0,15,0,2,0,0,0,0,0,club,6,0,0,0,2,0,0,
"Madīnat an-Naṣr [Nasr City] , مدينة نصر","Thursday, November 2nd 2023",12,120,12,22,0,15,0,2,6,0,11.35,11,2,Hanging around,6,0,7,0,0.6,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Monday, October 30th 2023",16,130,12,34,0,0,0,3,3,0,0,4,0,N/A,0,0,0,0,0,0,0,
"Ash-Shurūq , الشروق","Sunday, October 29th 2023",7,65.27,12.1,11.35,0,0,0,0.46,8.5,0,0,9.1,0.6,N/A,0,0,0,0,0,0,0,
"Ash-Shaykh Zāyid [Sheikh Zayed City] , الشيخ زايد","Thursday, November 2nd 2023",10,47.3,12.2,40.2,0,0,0,3,5,0,11.35,7.56,2.4,N/A,0,0,0,0,0,0,0,
"Az-Zamālik [Zamalek] , الزمالك","Tuesday, October 31st 2023",22,104.06,12.222,34.05,0,0,0,3,0,0,0,0,0,car,2,0,0,0,0,0,0,
"Ash-Shurūq , الشروق","Tuesday, October 31st 2023",11,189.2,12.26736,56.75,0,0,0,2.53,0,0,0,0,0,Mall,4,0,0,0,0.69,0,0,
"Ash-Shaykh Zāyid [Sheikh Zayed City] , الشيخ زايد","Monday, October 30th 2023",16.75,141.9,12.285,22.7,0,0,0,0.6,7.25,47.3,22.7,1.134,0.6,N/A,0,0,0,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Monday, October 30th 2023",7.5,85.14,12.285,22.7,7.57,0,0,1.2,4,0,0,0,0,N/A,0,0,0,0,0,0,0,
"Hada'iq al-Qubbah  , حدائق القبة","Thursday, November 2nd 2023",7,151.36,12.348,22.7,0,0,0,1.2,12,0,34.05,19.089,3,"restaurant, hanging around",4,0,3.528,11.35,0.2,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Monday, October 30th 2023",6,132.44,12.56,22.7,0,0,0,0.46,4,0,0,0,0.18,N/A,0,0,0,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Tuesday, October 31st 2023",5,0,12.8,34.6,0,0,0,0.4,8,0,22.6,11,0.6,N/A,0,0,0,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Sunday, October 29th 2023",17,189.2,12.8,45.4,0,15,0,1.6,7,0,11.35,2.646,0.6,N/A,0,0,0,0,0,0,0,
"Al-Ahrām , الأهرام","Monday, October 30th 2023",8.5,0,12.825,22.7,236.941,0,0,5,7,0,11.35,3.78,0.6,0,0,0,0,0,0,0,0,
"Ash-Shurūq , الشروق","Tuesday, October 31st 2023",10.5,57.71,12.85,22.7,0,0,0,0.69,6,0,0,0,0,N/A,0,0,0,0,0,0,0,
"Al-Ma'ādī [Maadi] , المعادي","Monday, October 30th 2023",19,0,12.852,34.05,0,0,1,1.6,0,1,0,0,0,N/A,0,0,0,1,0,0,0,
"Al-Ahrām , الأهرام","Thursday, November 2nd 2023",6,0,12.864,34.05,49.205,0,0,4.3,7,0,11.35,5.346,3.8,Night club,2,0,1.89,11.35,1.8,0,0,
"Al-Ma'ādī [Maadi] , المعادي","Wednesday, November 1st 2023",18,42.57,13.23,11.35,0,0,0,0.5,4,0,0,1.89,0.5,gym,2,0,0,0,1.5,0,0,
"Ash-Shurūq , الشروق","Monday, October 30th 2023",3.5,52.03,13.23,22.7,0,0,0,0.46,5.5,0,11.35,2.52,0,7K billiards club,5,0,3.15,11.35,0.6,0,0,
AUC Dorm,"Thursday, November 2nd 2023",10.5,0,13.23,22.7,30.28,0,0,0.4,5.5,0,0,0,0.2,HOME,8,0,13.23,0,0.6,0,0,
"Ash-Shurūq , الشروق","Thursday, November 2nd 2023",14,0,13.23,11.35,60.6,0,0,0.46,10,0,22.7,7.56,0.3,N/A,0,0,0,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Sunday, October 29th 2023",15,66.22,13.23,34.05,0,0,0,0.46,9,0,11.35,3.78,0.23,N/A,0,0,0,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Thursday, November 2nd 2023",17,47.3,13.23,45.4,75.7,0,0,0,7,0,0,0,0,N/A,0,0,0,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Tuesday, October 31st 2023",24,0,13.23,45.4,0,0,0,0.92,0,0,0,0,0,N/A,0,0,0,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Thursday, November 2nd 2023",12,198.66,13.23,22.7,0,15,4,1.2,5,0,0,0,0.6,I did not go anywhere,0,0,0,0,0,0,0,
"Al-Ahrām , الأهرام","Sunday, October 29th 2023",4,0,13.23,34.05,0,0,0,1.5,10,110.682,22.7,7.56,2.9,0,0,0,0,0,0,0,0,
AUC Dorm,"Wednesday, November 1st 2023",24,0,13.5,34,0,0,0,0.75,0,0,0,0,0,N/A ,0,0,0,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Wednesday, November 1st 2023",17,11.6673,13.545,22.7,0,0,0,0.7,7,0,11.35,5.544,1.3,N/A,0,0,0,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Thursday, November 2nd 2023",13,160.82,13.608,9.08,0,0,0,0.6,6,0,0,9.075,5.76,Hanging around,5,0,0,0,1.2,0,0,
"Al-Ma'ādī [Maadi] , المعادي","Monday, October 30th 2023",13,0,13.61,11.35,0,0,0,0.2,5.5,0,0,3.78,0,Club,3,94.6,4.91,0,0.7,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Monday, October 30th 2023",12,20,14,30,0,0,0,2,4,0,20,8,0.6,N/A,0,0,0,0,0,0,0,
"Al-'Ubūr [El Ubour] , العبور","Wednesday, November 1st 2023",12,97.75,14.301,56.75,0,0,0,1.5,4.25,0,22.7,3.024,0.6,N/A,0,0,0,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Wednesday, November 1st 2023",16,89.87,14.31,34.05,0,0,0,0,8,0,0,0,0,N/A,0,0,0,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Thursday, November 2nd 2023",17,0,14.364,34.05,0,0,0,0.7,6,0,0,0,0.6,N/A ,0,0,0,0,0,0,0,
"Madīnat an-Naṣr [Nasr City] , مدينة نصر","Sunday, October 29th 2023",6,50.357,14.65,22.7,0,0,0,0.5,6,0,0,7.12,0.6,0,0,0,0,0,0,0,0,
AUC Dorm,"Monday, October 30th 2023",15,0,14.7,34,0,0,0,1.1,9,0,0,0,0,N/A ,0,0,0,0,0,0,0,
"Ash-Shaykh Zāyid [Sheikh Zayed City] , الشيخ زايد","Tuesday, October 31st 2023",17,89.87,14.74,45.4,0,0,0,2,0,0,0,0,0,hanging around/gym,6,0,1.89,11.35,1.06,0,0,
"Al-'Ubūr [El Ubour] , العبور","Monday, October 30th 2023",14,103.587,14.994,79.45,0,0,0,1.9,2.5,0,0,0,0.3,N/A,0,0,0,0,0,0,0,
"Ash-Shaykh Zāyid [Sheikh Zayed City] , الشيخ زايد","Monday, October 30th 2023",19,110,15,12,0,15,0,2,0,0,0,0,0,club,3,0,0,0,1,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Monday, October 30th 2023",8,141.9,15,34,0,0,0,0.8,8,0,22.7,4.8,2.3,GYM,2,0,2.6,0,0.6,0,0,
"Madīnat an-Naṣr [Nasr City] , مدينة نصر","Monday, October 30th 2023",20,94,15,22,0,15,0,1.2,4,9.46,0,3.78,3,N/A ,0,0,0,0,0,0,0,
"Madīnat an-Naṣr [Nasr City] , مدينة نصر","Wednesday, November 1st 2023",16,94.6,15,34,0,0,0,4,8,0,11.35,3.78,2,N/A ,0,0,0,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Thursday, November 2nd 2023",17,100,15,20,0,0,0,2,5,0,20,9,0.6,N/A,0,0,0,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Wednesday, November 1st 2023",22,378,15,45,0,0,0,2.4,2,0,0,0,0,N/A,0,0,0,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Tuesday, October 31st 2023",16,94,15,34,0,0,0,4,0,0,0,0,0,N/A,0,0,0,0,0,0,0,
AUC Dorm,"Thursday, November 2nd 2023",11,94.6,15.12,22.7,0,0,0,1,6.5,0,0,0,0.6,Club ,5,0,3,11.35,0.6,0,3.78,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Thursday, November 2nd 2023",2,94.6,15.12,11.35,0,0,0,0.46,4,0,11.35,22.68,0.6,travelling ,9,0,41.58,22.7,1.8,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Tuesday, October 31st 2023",12,66.22,15.12,34.05,0,0,0,2,0,0,0,0,0,gym,2,0,7.56,0,1.8,0,0,
"Al-Muqaṭṭam , المقطم","Monday, October 30th 2023",7,141.9,15.12,34.05,37.85,0,0,2.4,3.5,0,11.35,3.78,0.6,Gym,2,0,3.78,0,1.5,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Monday, October 30th 2023",12,66.22,15.12,11.35,0,0,0,0.75,8,0,0,3.78,1,Mall,4,0,3.78,11.35,1,0,0,
"Ash-Shaykh Zāyid [Sheikh Zayed City] , الشيخ زايد","Thursday, November 2nd 2023",2,94.6,15.12,11.35,0,0,0,0.46,8,0,45.4,11.34,2.3,restaurant ,5,0,7.56,11.35,0.9,0,0,
"Ash-Shurūq , الشروق","Thursday, November 2nd 2023",2,56.76,15.12,22.7,0,0,0,0.46,8,0,22.7,5.04,0.6,Riverwalk Macan cafe,3,0,5.67,0,0.83,0,0,
"Madīnat an-Naṣr [Nasr City] , مدينة نصر","Tuesday, October 31st 2023",12,47.3,15.12,11.35,0,0,0,0.6,0,0,0,0,0,hanging around,12,0,3.78,11.35,0.69,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Tuesday, October 31st 2023",12,47.3,15.12,34.05,0,15,0,0.69,8,0,34.05,11.34,1.2,hanging around,3,0,3.78,22.7,0.6,0,0,
"Miṣr al-Jādidah [Heliopolis] , مصر الجديدة","Tuesday, October 31st 2023",21,47.3,15.12,68.1,0,15,0,2.4,0,0,0,0,0,gym,2,0,7.56,11.35,0.6,0,0,
"Al-Jīzah [Giza] , الجيزة","Sunday, October 29th 2023",14,122.98,15.12,22.7,37.85,15,0,1.8,6,0,0,7.56,0.6,My friend’s house ,2,0,5.67,11.35,0.6,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Monday, October 30th 2023",3,0,15.12,11.35,0,0,0,0.23,7,0,11.35,3.78,1.2,mall,6,0,3.78,11.35,0.6,0,0,
"Al-Muqaṭṭam , المقطم","Tuesday, October 31st 2023",20,94.6,15.12,34.05,0,0,0,1.15,0,0,0,0,0,restaurant,4,0,3.78,11.35,0.6,0,0,
AUC Dorm,"Sunday, October 29th 2023",4,37.84,15.12,34.05,3.785,0,0,1,5,0,11.35,1.89,1.2,restaurant ,6,0,1.89,11.35,0.6,0,0,
"Miṣr al-Jādidah [Heliopolis] , مصر الجديدة","Thursday, November 2nd 2023",13,122.98,15.12,34.05,0,0,0,1,3,0,0,0,0.23,Outing,6,0,5.67,1,0.6,0,0,
"Ash-Shaykh Zāyid [Sheikh Zayed City] , الشيخ زايد","Sunday, October 29th 2023",5,94.6,15.12,34.05,37.85,0,0,2.4,0,0,0,0,0,restaurant ,3,0,11.34,0,0.6,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Tuesday, October 31st 2023",6,0,15.12,34.05,0,0,0,1.06,0,0,0,0,0,Restaurant ,2,0,10.0017,0,0.6,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Wednesday, November 1st 2023",14,189.2,15.12,34.05,0,0,0,1.8,2,0,0,0,0,Restaurant ,3,0,7.56,0,0.6,0,0,
"Al-Muqaṭṭam , المقطم","Tuesday, October 31st 2023",20,0,15.12,22.7,0,15,0,1.15,0,0,0,0,0,restaurant ,4,0,3.78,0,0.6,0,0,
"Al-Ma'ādī [Maadi] , المعادي","Wednesday, November 1st 2023",7,75.68,15.12,34.05,60.56,0,0,0.92,6,0,34.05,15.12,0.6,hang out with my friends,3,0,3.78,0,0.6,0,0,
"Miṣr al-Qadīmah [Old Cairo] , مصر القديمة","Thursday, November 2nd 2023",3,0,15.12,22.7,0,0,0,0.46,6,0,11.35,11.34,0.6,friends house,6,0,1.2,0,0.6,0,0,
AUC Dorm,"Monday, October 30th 2023",5,0,15.12,22.7,18.925,0,0,1.2,5.5,0,11.35,5.67,1.2,"Yes, Cafe in garden 8",3,0,0,0,0.6,0,0,
"Miṣr al-Jādidah [Heliopolis] , مصر الجديدة","Tuesday, October 31st 2023",6,236.5,15.12,34.05,0,0,0,0.6,4.5,0,0,0,0,training ,3,0,0,0,0.6,0,0,
"Ash-Shurūq , الشروق","Tuesday, October 31st 2023",13.5,179.74,15.12,34.05,0,0,0,0.6,3,0,0,0,0,"Gym, restaurant ",7,0,0,0,0.4,0,0,
"Ash-Shurūq , الشروق","Thursday, November 2nd 2023",7,94.6,15.12,11.35,0,0,0,0.23,10,0,0,3.78,0.6,restaurant ,3,0,3.78,11.35,0.23,0,0,
"Ash-Shaykh Zāyid [Sheikh Zayed City] , الشيخ زايد","Thursday, November 2nd 2023",9,113.52,15.12,79.45,0,0,0,2.4,0,0,0,0,0,Restaurant ,3,0,1.512,11.35,0.23,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Tuesday, October 31st 2023",14,28.38,15.12,11.35,0,0,0,2.2,4,0,11.35,3.78,0,club,3,0,4.593,0,0.23,0,0,
"Miṣr al-Jādidah [Heliopolis] , مصر الجديدة","Wednesday, November 1st 2023",5,57.76,15.12,22.7,0,0,0,0.69,8,0,11.35,11.34,1.06,coffee place,3.5,0,0,0,0.23,0,0,
AUC Dorm,"Sunday, October 29th 2023",14,0,15.12,0,7.57,0,0,0.4,1.5,0,0,0,0,hanging around,8.5,0,0,0,0.2,0,0,
AUC Dorm,"Monday, October 30th 2023",4,283.8,15.12,11.35,0,0,0,0,14,0,34.05,0,1.8,cafe,6,0,0,11.35,0,0,0,
AUC Dorm,"Thursday, November 2nd 2023",11,0,15.12,34,15.14,0,0,0.85,9,0,0,0,0,restaurant,4,0,4.4,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Thursday, November 2nd 2023",17.5,113.52,15.12,45.4,0,15,0,1.5,3,0,0,1.134,0,Friend’s house ,3.5,0,1.134,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Tuesday, October 31st 2023",16,0,15.12,56.75,0,0,0,1.2,2,0,0,0,0,mall,6,0,0,0,0,0,0,
"Miṣr al-Jādidah [Heliopolis] , مصر الجديدة","Thursday, November 2nd 2023",14,56.76,15.12,22.7,0,0,0,0.6,6,0,11.35,0,0.6,Restaurant ,4,0,0,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Tuesday, October 31st 2023",21,132.44,15.12,22.7,113.55,0,0,0,0,0,0,0,0,hanging out ,3,0,0,0,0,0,0,
